Episode,Reward,Served_Demand,Rebalancing_Cost,Steps_Completed
143,21488.327376000016,51739.83551200001,30029.0,121
144,17013.44904800001,49672.26683999999,32444.0,121
146,19218.809880000008,51249.96409600002,31712.0,121
147,19188.40112000001,50794.32975800003,31361.0,121
148,21634.23889000001,52172.159484,30158.0,121
149,18270.50619800001,50127.586520000004,31598.0,121
150,20668.33634200001,51347.84958,30382.0,121
152,21767.33214400001,52263.239806000005,30248.0,121
153,21307.374782000014,52343.850442000024,30784.0,121
154,19058.370444,51015.270918,31768.0,121
155,20736.769528000004,52209.32135600001,31149.0,121
156,20426.95088200002,51765.954604,31108.0,121
157,20286.084558000006,51714.56743200004,31187.0,121
158,19133.20640800001,50882.720596,31499.0,121
159,20125.095202,50908.52624799999,30565.0,121
160,18846.58702,50626.63037199997,31475.0,121
161,17854.003664000007,49578.04274799999,31403.0,121
162,21688.663082000006,51844.475026000015,29908.0,121
163,19333.634524000012,50451.075386000004,30730.0,121
166,19821.599406000005,52078.698217999976,31888.0,121
167,22282.969598000007,53099.078102,30554.0,121
168,18219.73562200001,50123.52743799998,31599.0,121
170,19098.57935200001,50415.94846599999,31018.0,121
171,19188.514146000012,50824.47634199997,31262.0,121
172,20516.774344000005,51901.64859199997,31066.0,121
173,19686.403840000017,51758.150905999995,31780.0,121
174,18857.281288000006,50747.01383599999,31541.0,121
175,19538.02245400001,50859.46777,31034.0,121
176,18190.08772200001,50117.90831200001,31657.0,121
177,21559.253616000027,52475.34318999998,30631.0,121
178,21582.179630000006,52362.471386000005,30439.0,121
179,20259.130126000007,51464.420182,30920.0,121
180,21471.94433400001,51761.50131199999,29997.0,121
182,17370.575706000007,49745.33929400001,32104.0,121
183,22626.075922000007,52521.67984800002,29525.0,121
184,19581.23908600001,51387.60817600001,31578.0,121
185,20997.921778000014,52011.314058,30708.0,121
186,21340.487750000004,51916.25457999998,30316.0,121
187,20903.596498,51803.59378400001,30718.0,121
188,22648.96536,52864.950269999994,29954.0,121
189,24007.863028000003,53695.81401400001,29447.0,121
190,21660.497972,51830.51065199998,29958.0,121
191,21515.958104000005,52246.51879600002,30411.0,121
193,19460.009498000018,50562.80792800003,30748.0,121
194,23050.430118000004,53093.207962,29674.0,121
196,19398.439060000008,51012.43881999997,31210.0,121
198,19604.18035000001,51053.836331999984,31072.0,121
199,23484.191828000006,53223.141765999986,29393.0,121
200,23742.50546200001,53470.45318199998,29414.0,121
201,19233.348860000002,50803.83399200002,31323.0,121
202,21141.000054000007,51754.77494200001,30370.0,121
204,19282.20020000001,50472.04666999997,30989.0,121
206,18604.670348000003,50298.473624,31329.0,121
207,21476.188814000016,52130.490298000004,30407.0,121
208,22229.802680000008,52558.243991999996,29929.0,121
209,21602.06954800001,52628.642901999985,30733.0,121
210,21609.044860000016,51658.817516,29783.0,121
211,20356.47319,51342.19943400001,30813.0,121
212,22757.84390400001,53170.95675399999,30212.0,121
213,18441.647434000024,50031.49067599997,31349.0,121
214,20468.067122000008,51236.44935400001,30474.0,121
215,20007.56488400001,50846.86235199998,30489.0,121
216,22335.521674000003,52934.024024,30322.0,121
217,21808.909612,52402.46448200001,30290.0,121
218,18854.151282000003,50274.917648000024,31099.0,121
219,21322.00680200001,51777.09635599998,30171.0,121
221,20684.469770000003,51424.13959399999,30437.0,121
222,19460.296708000005,50857.25042799997,30992.0,121
223,17966.60667,50230.67635199998,31995.0,121
225,22308.56781200001,52797.953700000005,30220.0,121
226,23628.051996000006,53244.811374000004,29385.0,121
227,20750.994350000004,51826.86696399999,30916.0,121
228,21101.933510000013,51424.77503800002,29981.0,121
230,21370.167578000015,51882.659889999995,30249.0,121
231,18874.798262000008,50642.534688,31461.0,121
232,20276.448888000006,51363.68033200002,30841.0,121
233,17544.012360000008,49897.91772600001,32105.0,121
234,19059.75965400002,50849.91090600002,31645.0,121
235,20774.232372000002,51530.767483999996,30530.0,121
236,22659.408608000012,52487.87653200002,29513.0,121
237,19595.372932000006,50643.990705999975,30728.0,121
239,20913.96983600002,51704.46028799998,30372.0,121
240,21819.885332000013,52096.142698,29989.0,121
241,18613.145202000014,50611.73156600002,31717.0,121
242,21165.65808400001,52049.938836000016,30508.0,121
243,22361.566696,52336.48695999998,29797.0,121
244,24232.007582000006,53342.99619199999,28810.0,121
245,15994.535230000007,49187.27137000002,32927.0,121
246,19912.639004000004,50944.12652999999,30683.0,121
247,20649.579547999998,51469.899566,30532.0,121
248,21536.543328000003,51948.439245999994,30161.0,121
249,20408.879590000008,51490.81674199998,30796.0,121
250,20424.158722000007,51238.960792,30515.0,121
251,21246.520994000006,52000.554552,30427.0,121
252,20094.25231000001,51240.948506,30768.0,121
253,20570.167937999995,51243.22189600002,30363.0,121
254,22855.860808000012,52767.65889199999,29565.0,121
255,21726.829386,52621.62158200001,30568.0,121
257,24051.155102000008,53520.19549599999,29181.0,121
258,19881.525314000017,51039.02115199999,30829.0,121
259,19272.546794000016,50640.67027199999,31045.0,121
260,21322.29604400001,52129.36646600001,30607.0,121
262,20769.740088000006,51690.616115999976,30724.0,121
263,21256.982400000023,51977.10003999996,30414.0,121
264,19146.029044000003,50609.582985999994,31062.0,121
265,21465.148570000005,52360.99899799996,30538.0,121
266,22449.628258000015,52775.44281399999,30063.0,121
267,18174.382184,50288.663846000025,31756.0,121
269,23555.33951400001,53381.872398,29511.0,121
270,18993.984242000002,50416.43621000001,31201.0,121
271,20987.024800000007,51566.53560000001,30417.0,121
272,20438.701419999998,51232.401894,30485.0,121
273,22516.210356000018,52740.24722799999,29895.0,121
274,22332.833770000016,52741.370214,30122.0,121
275,20274.97443200002,50643.498622000014,30107.0,121
276,21276.40281400001,51750.16983200001,30061.0,121
277,19072.094406000007,50279.87927800001,30999.0,121
278,21626.824532000006,52184.301196,30086.0,121
279,20100.95182400001,51371.01939200001,30965.0,121
280,20041.471740000008,51395.333322000006,31029.0,121
281,19785.422026,50618.97932000002,30662.0,121
282,20783.072510000005,51376.68005000002,30298.0,121
283,22585.18780400001,52675.093878,29880.0,121
284,21919.368458000004,51973.72402399998,29749.0,121
285,20583.846624000005,51287.072604000015,30353.0,121
288,21276.529298000005,52001.84153199997,30438.0,121
289,19067.206632000005,50342.83465000002,30884.0,121
290,21688.404750000012,52761.361295999995,30787.0,121
291,23003.88909200002,53002.186,29720.0,121
292,20385.51806,51287.013872,30740.0,121
293,18971.07316200001,50955.08057399997,31578.0,121
294,21366.408654000017,52709.73377800002,31002.0,121
295,22092.954014000006,52410.36945599997,29996.0,121
296,18866.974184000013,50329.94122799997,31254.0,121
297,22017.278870000013,51988.56955599997,29604.0,121
298,21500.220114000018,51968.153243999994,30245.0,121
299,21319.561636000017,52543.640887999994,30847.0,121
300,19972.50843400001,51241.90242399997,30934.0,121
301,21668.163422000016,52227.699118,30146.0,121
302,17771.362526000015,50027.25525199995,31916.0,121
303,22618.674050000005,52557.76410800001,29618.0,121
304,21556.30708400001,52313.61620800001,30534.0,121
305,20369.603946000003,51264.66974999999,30625.0,121
306,21871.278038000004,52163.77544,30052.0,121
308,19887.56770600001,51175.93589199999,31079.0,121
309,22354.943746000004,52748.06113000001,30111.0,121
310,18996.249698000003,51174.07085400001,31791.0,121
311,21645.310172000012,52287.884348000014,30349.0,121
312,19018.72774200001,51022.35828400001,31736.0,121
313,20221.556177999995,51206.430980000005,30691.0,121
314,21043.861014000016,51628.845835999986,30317.0,121
315,23980.521478000006,53801.71147000002,29555.0,121
316,19072.74207400001,50453.44370000002,31108.0,121
317,22060.478523999995,52344.44550599999,30024.0,121
318,16702.830104,49038.91828400003,32085.0,121
319,21770.000322,52247.62901199998,30204.0,121
320,20743.554000000004,51920.294178000004,30942.0,121
322,21227.662918000016,51966.469703999974,30532.0,121
323,19064.107802000013,50817.41659200003,31518.0,121
324,19276.67046400001,50438.14658399997,30921.0,121
325,21398.993618000022,51782.886737999965,30127.0,121
326,20706.138468000023,51595.06422399997,30653.0,121
327,20080.82686600001,51331.58827800002,31026.0,121
328,19574.363852000013,51122.21197999998,31144.0,121
329,20221.88669600001,51536.23105200001,31141.0,121
330,18633.329334000016,50620.96031200005,31691.0,121
331,22379.510172000006,52092.829384000004,29495.0,121
332,19116.82115400001,50583.938462000006,31247.0,121
333,18785.006612000005,50368.72131199998,31353.0,121
334,20348.544622000012,51156.28184999998,30606.0,121
335,21711.268152000015,52628.26157599998,30518.0,121
336,19449.822999999993,50815.03695199999,31096.0,121
337,21607.478316000008,52536.76084400001,30576.0,121
338,21745.81408600001,51677.64652000002,29750.0,121
339,18892.212913999996,49911.612605999995,30859.0,121
340,19421.484106000014,51153.05934599998,31370.0,121
341,17642.324878000025,49875.60631199999,31957.0,121
342,21695.220586000018,52386.25431600001,30344.0,121
343,21396.170636,52021.398027999996,30402.0,121
344,19258.326808000016,50841.45867599997,31257.0,121
345,18644.627830000012,50915.67295799998,31886.0,121
346,20795.702164000013,51526.06835800001,30430.0,121
347,20595.983952,51848.23616600001,30941.0,121
348,22385.93494600001,53152.414912000015,30517.0,121
349,20390.82251799999,51356.41773600001,30638.0,121
350,21894.306684000006,52231.973895999974,30081.0,121
351,19897.303466,51643.175363999995,31427.0,121
352,19471.20698599999,50765.48111599999,31064.0,121
353,18615.99276600001,50654.166692,31656.0,121
354,19536.696538000015,51430.87088799999,31660.0,121
355,20684.463646000007,51523.27503800001,30574.0,121
356,21758.47270400001,52384.60167200002,30282.0,121
357,20320.392070000005,51840.365634,31064.0,121
358,21169.011763999995,52476.85186599998,31030.0,121
359,21177.479230000015,51767.328252,30346.0,121
361,18438.810746000006,50508.23508199998,31747.0,121
362,22323.443014000015,52924.606267999974,30231.0,121
363,22727.607090000012,53071.86068600001,30005.0,121
364,20680.458302,52138.062891999994,31071.0,121
365,20463.780496000014,51635.24231600001,30858.0,121
366,19250.062990000002,50320.27372600002,30799.0,121
367,18826.763526,50759.10526800001,31489.0,121
368,20489.48512999999,51844.405080000004,31086.0,121
369,20103.42998,51830.34104399998,31437.0,121
370,20700.213914000018,51742.547234,30667.0,121
371,20121.58977000001,51678.61459199998,31323.0,121
372,20291.452033999998,51539.96674200002,30886.0,121
373,19577.74382800001,50894.16791599999,30957.0,121
374,21984.230904,52273.63643799999,29998.0,121
375,21046.43415000002,52185.77122999997,30779.0,121
377,20118.426513999995,51531.19814600001,31169.0,121
378,21295.903488000007,52090.205376,30472.0,121
379,21196.251000000004,52621.63091999998,31027.0,121
380,20530.428094000006,51272.383510000014,30536.0,121
381,18721.87106200001,50640.44150799998,31659.0,121
382,18665.784794000007,50203.008114000004,31230.0,121
383,18850.24446200001,50456.025328,31413.0,121
384,21665.093580000004,52324.35032800003,30391.0,121
385,21057.161590000014,51798.295023999985,30322.0,121
386,20741.606456,51447.69712199999,30524.0,121
387,21957.59148400001,52591.078856,30296.0,121
388,19037.788372000014,50602.148681999985,31330.0,121
389,20015.350724000007,51080.156496,30863.0,121
390,21071.701932,52107.55702600002,30748.0,121
391,19702.186827999994,50743.597484000005,30708.0,121
392,19336.31287800001,50936.043044000005,31313.0,121
393,21022.746678000018,52161.098472,30795.0,121
394,19160.197094000017,51619.90847400001,32029.0,121
395,18104.798302000007,50233.42793800001,31932.0,121
396,20306.169438000004,51265.111196,30718.0,121
397,21965.21664600001,52320.45646999999,30062.0,121
398,22369.457908000008,52979.134374,30316.0,121
399,20681.389174000014,51887.55040199999,30975.0,121
400,19604.567088,51244.409135999966,31230.0,121
401,19737.596260000002,51219.060092000014,31088.0,121
402,19923.12345,51409.802264000005,31198.0,121
403,22060.827702,52494.34256200002,29924.0,121
404,19911.662630000006,50943.28299800001,30861.0,121
405,18986.712010000017,50908.930589999996,31522.0,121
406,18680.093522,50221.814602000006,31285.0,121
407,18309.312394000004,50294.593559999994,31659.0,121
408,16524.602054000014,49342.854134,32575.0,121
409,21635.11878800001,52188.03443399997,30298.0,121
410,18605.327724000006,50929.364685999986,31986.0,121
411,19812.304124000013,51100.74028199996,31045.0,121
412,22851.428283999994,53300.591036000005,30118.0,121
413,19922.223050000008,51013.67498200001,30819.0,121
414,20923.599224,51970.667294,30741.0,121
416,20674.56428200001,51558.151620000004,30562.0,121
417,19656.387912000002,50816.07996999999,30938.0,121
418,19950.798714000004,51007.868162,30782.0,121
419,20712.593292000012,51974.015384,30826.0,121
421,21379.873544000002,52453.378252,30785.0,121
422,19391.021842000006,50711.633722000006,31011.0,121
423,21584.10804400001,52141.01823800004,30220.0,121
424,20673.72524200001,51817.696134,30787.0,121
425,23176.987138000015,52445.19967599998,29003.0,121
426,18531.77653400002,50199.79850999998,31423.0,121
427,20288.13338800001,51455.10165399998,30916.0,121
428,24567.52925800001,54012.668536000005,29111.0,121
429,20223.120420000003,51580.987473999994,31106.0,121
430,20028.93497400001,51231.348031999994,30874.0,121
431,22340.268900000014,53176.76930999999,30471.0,121
432,20356.204476000006,51658.122530000015,30941.0,121
433,19223.103346,50932.43215,31471.0,121
434,18296.498636000008,50275.18531799999,31721.0,121
435,21623.390411999993,51925.89239600001,30055.0,121
436,18916.986930000003,51378.39866800001,31977.0,121
437,19692.758413999996,51096.70083199998,31196.0,121
439,21968.518336000005,52093.81491200002,29866.0,121
440,19854.532606000008,51218.69797,31049.0,121
441,19379.813346000003,51045.08828600002,31265.0,121
442,21316.481132000004,51907.47379200001,30384.0,121
443,22154.259082,52858.898998000026,30476.0,121
444,20891.567712000015,52000.87683599999,30874.0,121
445,17353.394166000013,49529.62874799998,31841.0,121
446,21049.71200200002,51796.98473199999,30397.0,121
447,20114.222618000007,51198.68641199999,30722.0,121
448,22144.847280000013,52709.735548000004,30233.0,121
449,18293.048100000018,50102.18497599998,31614.0,121
450,20753.05205600001,51686.59920199996,30564.0,121
451,21641.863806,52242.567420000014,30258.0,121
452,20287.708000000006,50918.027394000004,30387.0,121
453,19965.67397800001,51528.77841600001,31281.0,121
454,19828.845480000007,50745.300092000005,30742.0,121
455,21126.70918000001,51965.63098599998,30518.0,121
456,21092.33598400001,52108.058104000025,30709.0,121
457,19926.276438000004,51583.033493999996,31383.0,121
458,22731.78321800002,53046.078511999985,30162.0,121
459,20778.259306000007,51834.06081399999,30703.0,121
460,18991.004339999992,50648.084828000014,31242.0,121
461,18304.89235200002,50154.782616000004,31584.0,121
462,21399.756559999998,52457.233830000034,30812.0,121
463,19016.089324000015,50732.077732,31380.0,121
464,19374.241316000003,50558.00143800002,30923.0,121
465,21219.890034000007,51663.010098000035,30150.0,121
466,19415.127506000004,51135.484388,31349.0,121
467,19606.788000000004,50605.60586599998,30764.0,121
468,22224.666130000016,53155.292832,30576.0,121
469,20967.097814,52021.608430000015,30746.0,121
470,21099.177094000017,51853.86226000001,30530.0,121
471,19791.93430200002,50892.175008,30839.0,121
472,21561.195872000015,52547.945161999996,30620.0,121
473,19671.492474000006,51192.60184199998,31097.0,121
474,17126.426000000003,49046.79501399998,31654.0,121
475,22434.97244200002,52689.21885799999,29979.0,121
476,22170.39698800001,52726.800684,30259.0,121
477,19071.378087999994,50660.59455599998,31355.0,121
478,19869.78430800001,50697.82541199999,30574.0,121
479,21425.133702000006,51912.687344,30278.0,121
481,20153.617684000015,51025.743302,30735.0,121
482,22796.272348000017,53516.54578999995,30464.0,121
483,18996.308360000003,50644.69335999999,31253.0,121
484,20722.666918000006,51495.99969000001,30522.0,121
485,20734.390756000004,51506.67928400001,30525.0,121
486,18821.122917999997,50439.14375799998,31344.0,121
487,18583.418066000006,50142.032702,31226.0,121
488,20826.74009800001,51990.489906,30845.0,121
489,18723.201210000017,50297.32455799998,31401.0,121
490,21681.209368000003,52758.21629599999,30750.0,121
491,19180.223072,50612.67588000001,31194.0,121
492,20055.816968000017,51409.48434800001,31107.0,121
493,19257.24974800001,50625.322288,31034.0,121
494,21637.892400000008,52962.194448000024,30850.0,121
496,19243.919388000013,50955.57872000001,31428.0,121
497,20604.115790000007,51503.607516000004,30567.0,121
498,20292.137266000012,51175.614927999995,30458.0,121
499,20342.37495000001,51038.622985999966,30578.0,121
501,18220.634024000006,50471.64785600001,31904.0,121
502,20112.89050200001,51224.25940799998,30872.0,121
503,20482.40321400001,51791.092877999996,31035.0,121
504,18814.995654000013,50761.850732000006,31693.0,121
505,19781.598572,50890.42802,30796.0,121
506,20808.330598000008,51827.03394999998,30702.0,121
507,20078.92001600001,51320.809657999984,30995.0,121
509,20253.12764800001,51453.36196599998,30843.0,121
510,24250.646572000016,54234.43409,29754.0,121
511,21504.800824000013,51902.526719999994,30265.0,121
512,21304.557728000003,52082.8497,30440.0,121
513,20809.691768000008,51328.45445999997,30268.0,121
514,17987.983814000003,50215.58182799999,31975.0,121
515,19607.380258000005,51129.24390599999,31289.0,121
516,20572.925634000014,51261.354429999985,30435.0,121
517,20718.591612000004,51265.89970200001,30301.0,121
518,22945.379004000013,53355.354384000006,30182.0,121
519,20288.500259999997,51160.896998000026,30646.0,121
520,21735.030494000006,52212.602244000016,30174.0,121
521,18219.524002000002,49819.075670000006,31278.0,121
522,19975.70587000002,51689.192663999995,31422.0,121
523,19079.994232000012,50489.498557999985,31052.0,121
524,20249.692494000014,51656.79801399997,31127.0,121
525,21522.26434200001,51868.16188600001,30025.0,121
526,19927.97002800001,51064.860472,30887.0,121
527,18953.44736600001,50806.738111999985,31490.0,121
528,20878.471852000017,52046.50202399998,30844.0,121
529,19463.266298000017,50882.24302599998,31210.0,121
531,20184.17709400001,51450.29623600001,31014.0,121
532,17577.982644,49843.23235400002,32070.0,121
533,21268.872930000016,51986.690314,30470.0,121
534,17098.539826000007,49663.69667000001,32281.0,121
535,22244.05364400001,52907.53304400001,30400.0,121
536,19145.732270000015,50980.85006399996,31632.0,121
537,20802.067108000007,52144.655216,31029.0,121
538,18728.496256000013,50706.183549999994,31673.0,121
540,20422.515961999998,51545.23149800001,30858.0,121
541,19811.498208000005,51306.97980000001,31190.0,121
542,21257.002898000013,51832.45658200003,30355.0,121
543,21152.167250000006,51794.34421800002,30353.0,121
544,21233.90686800001,52551.76909799998,30854.0,121
545,22105.832264000008,52319.188564,29909.0,121
546,20031.06265600001,51435.320290000025,31118.0,121
547,20921.454302000006,51982.674998,30749.0,121
548,19648.600788,50873.736514000004,31060.0,121
549,21875.379470000007,52257.53411000002,30166.0,121
550,22745.85288400001,52988.68726399999,29986.0,121
551,19228.154578,50910.61744000001,31224.0,121
552,18642.538518000005,50440.25744,31489.0,121
553,19400.645028000014,50889.789414,31123.0,121
554,17539.655332000006,49750.908692000005,31902.0,121
555,21557.040592,52470.390686000006,30715.0,121
556,19015.227730000006,51118.135774,31805.0,121
557,17605.230374000013,50321.35854599999,32451.0,121
558,21630.943630000012,51998.00227399999,30193.0,121
559,18254.974422000014,50227.3346,31682.0,121
561,18569.617584000007,50944.08535400001,32002.0,121
562,19624.271396000007,51515.737234000015,31555.0,121
563,23282.66603600001,53202.08968199997,29708.0,121
564,21446.640276000006,52257.84907199999,30297.0,121
565,18498.715218000016,50131.43656599998,31262.0,121
566,22609.202746000017,52870.45192199999,29963.0,121
567,20184.079802000007,51996.179022,31297.0,121
568,21580.58459800001,51571.029454000025,29766.0,121
569,20814.439250000007,51891.92059999998,30694.0,121
570,18496.518026,50257.59536200001,31551.0,121
571,21498.92589400001,52603.60948000001,30827.0,121
572,18957.52391800001,50461.99633599998,31280.0,121
573,19015.08571800001,51209.043252,31955.0,121
574,20860.81358400001,52633.12035399999,31285.0,121
575,19799.672824000012,51557.85061600001,31409.0,121
576,22272.032306000016,52400.804174000004,29857.0,121
577,20663.19046,52055.80590999998,31161.0,121
578,20240.72851000001,51611.63572400001,30958.0,121
579,21179.15423000001,52154.131655999976,30718.0,121
581,20892.992872000017,51563.57136400002,30521.0,121
582,20192.164228000005,51345.83635800002,30861.0,121
583,20693.167396000004,52303.920999999995,31229.0,121
584,22034.245656000003,52881.809472,30458.0,121
585,20193.636308,52181.12559000001,31637.0,121
586,19193.737808,51207.277544000004,31769.0,121
587,18549.156242000012,50143.23946199999,31382.0,121
588,20501.363897999996,51468.310004,30713.0,121
589,19782.716130000008,50974.67639,30841.0,121
590,21791.078788000003,52277.81734400002,30141.0,121
591,18574.74277400001,50677.33714399999,31799.0,121
592,19125.048122000015,50591.89488399999,31286.0,121
593,21154.167344000012,51700.37016600001,30202.0,121
594,16676.304680000005,49856.17396400001,32738.0,121
595,21660.90824600001,52244.33657599999,30291.0,121
596,20511.265986000006,51280.79424800003,30542.0,121
597,20538.383044000006,51510.88907999999,30670.0,121
599,20171.70212000001,51919.50505400001,31457.0,121
600,22233.524406000004,52783.935522000014,30289.0,121
601,19829.453474000005,51396.871587999995,31235.0,121
602,21320.69977200001,51957.51209200001,30325.0,121
603,20724.402459999998,51852.58599400001,30905.0,121
604,19934.373720000007,51579.92116400001,31298.0,121
605,18315.53440600001,50228.24558000003,31570.0,121
606,18914.76881400001,50496.82995000002,31324.0,121
608,19390.427538000007,50898.31774799999,31186.0,121
609,21805.694084000028,51911.22707800001,29769.0,121
610,20127.273828000016,51570.79018199999,31228.0,121
611,22335.663154000005,52955.38203,30388.0,121
612,19255.289040000003,51276.52243400001,31783.0,121
613,21503.581782000005,52022.75491199999,30333.0,121
614,20620.433410000005,51905.10792600001,30983.0,121
615,20795.831050000008,51686.84376999998,30585.0,121
616,20558.118236000017,52127.657205999974,31245.0,121
617,21036.562768000003,52104.48907399999,30788.0,121
618,18173.487062,50043.155918000026,31578.0,121
619,19184.521584000006,50884.74507599998,31372.0,121
620,19952.384872000006,51576.77837800002,31388.0,121
621,19333.274262000014,50994.37473200001,31487.0,121
622,19029.06514800001,50818.498642,31505.0,121
623,18341.699096000008,50121.053446,31535.0,121
624,19469.676104000016,50984.257988,31345.0,121
625,19736.430736000002,51238.281158,31228.0,121
