Episode,Reward,Served_Demand,Rebalancing_Cost,Steps_Completed
200,18153.91678400002,49927.71224399999,31497.0,121
201,22095.095222000004,52589.38078199998,30099.0,121
202,23262.60193200001,53243.28994000001,29641.0,121
203,20394.999708000007,51699.29792,30983.0,121
204,23472.41472400001,53548.287805999986,29769.0,121
205,19676.82277,51151.20391600001,31169.0,121
206,18877.813634000006,50830.20910000002,31630.0,121
207,20586.173802000012,52023.59714600001,31162.0,121
209,19740.40362000001,51267.933744,31276.0,121
210,19363.82717600002,50736.55342,31200.0,121
211,22284.34690800002,52843.30477399999,30375.0,121
212,18508.560518000006,50445.761738,31685.0,121
213,20734.57561000001,51724.80988200002,30649.0,121
215,20707.524140000012,51886.548614000014,30815.0,121
216,18389.458142000007,50802.678636,32097.0,121
217,19763.374469999995,50471.753326,30456.0,121
218,19685.73678600001,51004.888528,31030.0,121
219,19751.76167200001,50988.002432,30945.0,121
220,21675.628888000007,52402.62717600002,30488.0,121
221,21368.503608000003,52409.40634000002,30615.0,121
222,18796.37853000002,50481.67728799999,31356.0,121
223,18743.754744000013,50107.559089999966,31071.0,121
224,19317.758223999994,51080.56,31520.0,121
225,18867.894720000008,50687.14405399999,31564.0,121
226,21392.925912,52271.52330599999,30532.0,121
227,20844.118724000007,51747.21896600002,30686.0,121
228,19442.981700000008,51264.35028400001,31519.0,121
229,20051.790807999994,50987.60775199998,30805.0,121
230,19018.241240000025,50629.62019799999,31389.0,121
231,20580.849050000004,51078.975489999975,30346.0,121
232,20181.93858800002,51726.24632200002,31170.0,121
234,19816.347372,51413.11363800001,31244.0,121
235,19482.889454000004,51026.44840800002,31261.0,121
236,17873.765885999997,49702.383660000014,31508.0,121
237,19992.27097000001,51291.91464400002,30974.0,121
238,20030.032888000016,51329.347786000006,31085.0,121
239,17873.724614,49741.334036000044,31564.0,121
241,18302.700840000012,50478.26290199997,32031.0,121
242,20376.873828000014,51690.01729400001,31010.0,121
243,20674.582050000015,51801.675246000006,30870.0,121
244,20173.401820000003,51327.47736199999,30832.0,121
245,23827.687252,54523.358116,30276.0,121
246,22338.656628,52525.343614000005,29921.0,121
247,22811.307454000005,53154.30245799997,29987.0,121
248,20470.661504000007,51750.16733800003,30944.0,121
249,21167.355060000005,52211.768058000016,30609.0,121
250,20142.826432000013,51998.68917000001,31481.0,121
251,20395.306504000015,51444.40074199997,30761.0,121
252,19337.868364000005,50886.891405999995,31262.0,121
253,21075.155982000007,52042.338593999986,30668.0,121
254,21642.783614000014,52747.474385999994,30750.0,121
255,18845.194317999998,50572.220148,31549.0,121
256,18654.029642000005,50616.17075399998,31592.0,121
257,18364.86947600001,50524.16749799997,31765.0,121
258,20318.583051999998,50883.36813599999,30220.0,121
259,20974.21761000001,52099.575496000005,30760.0,121
260,20358.93750000002,51336.759654,30591.0,121
261,19312.70333400001,50607.76465600001,30972.0,121
262,20450.968060000007,51406.05326,30727.0,121
263,20270.045098000017,51340.87840199998,30789.0,121
264,21815.647414000003,52158.275291999984,30041.0,121
265,20678.739872000016,51699.19341999998,30626.0,121
266,20257.191376000013,51761.045758,31116.0,121
267,20730.277250000006,51553.735216,30505.0,121
268,21019.715342000007,52083.92018199996,30665.0,121
269,21005.177278000006,51962.39624199998,30742.0,121
270,19356.615348000007,50500.20594,30880.0,121
271,18808.805874,50380.95738199999,31350.0,121
273,16275.416710000005,49450.31139399998,32982.0,121
274,21062.901018000008,52505.337130000014,31222.0,121
275,19752.521304000013,51245.916081999996,31102.0,121
276,21586.39513,52203.26937200004,30229.0,121
277,20361.464186000012,51816.54792600001,31187.0,121
278,19366.308810000013,51078.076543999996,31410.0,121
279,19303.21886600001,51323.198821999984,31724.0,121
280,19589.068904000007,51077.198658,31233.0,121
281,21391.014918000008,52294.12404999998,30571.0,121
282,20494.235920000017,51685.90187999999,30886.0,121
283,19961.430210000006,51032.10926799998,30872.0,121
284,19205.780131999996,50612.93560999999,31183.0,121
285,20207.16855400002,51386.922184,30947.0,121
287,19128.27043400002,50925.165610000004,31506.0,121
289,19540.82089200001,50438.89507800001,30623.0,121
290,21142.130932000007,51761.144904000015,30304.0,121
291,19474.086750000002,50774.457469999994,31140.0,121
292,22041.090330000014,52432.46208999999,30018.0,121
293,19322.965740000007,50723.36715999999,31156.0,121
294,19945.663172000008,51238.236319999996,31048.0,121
295,22336.249063999996,52525.05671200002,29971.0,121
296,19034.563640000008,50373.4929,31140.0,121
297,19790.948536000004,50886.481022,30784.0,121
299,19011.976100000007,50852.96584999999,31426.0,121
300,21916.584448000023,52354.819945999974,30074.0,121
302,23717.341830000016,53797.047522,29792.0,121
303,18123.225898000004,50697.759702,32270.0,121
304,20425.356592000022,51344.29995199998,30676.0,121
306,19730.422318000008,51348.67156,31281.0,121
307,21115.627818000004,51849.57304200001,30412.0,121
308,20216.12471200001,51195.36110199999,30670.0,121
309,20726.789366000008,51644.62236999999,30543.0,121
310,20591.29221400001,51738.02327199997,30878.0,121
311,20994.537822000017,51511.46100199998,30246.0,121
313,19947.530218000004,51316.74256599999,31145.0,121
314,20291.42819000001,51412.60383000001,30907.0,121
315,19963.826186000006,51707.01797000002,31368.0,121
316,18505.31559600001,50712.99640599998,31909.0,121
317,20808.12855000001,51901.34694799998,30880.0,121
318,19966.474542,51393.742044000006,31159.0,121
319,20380.55730000002,50721.52348999996,30111.0,121
320,18890.826968000012,50593.982035999965,31454.0,121
321,20474.30876200001,51359.369692,30524.0,121
322,20625.78870400001,51892.77161199997,30888.0,121
323,21975.519622000007,52236.64084599999,29928.0,121
324,22003.84126800002,52750.741214,30455.0,121
325,20401.25488600001,51642.00008200005,30875.0,121
326,20851.145972000006,51900.04267000001,30663.0,121
327,19001.75974400001,51170.059065999994,31872.0,121
328,20062.78554200002,51587.59938599999,31233.0,121
329,23267.799866000005,53466.420158000015,29592.0,121
330,22398.24017600001,53020.68440199998,30230.0,121
331,20187.09170000001,51465.646804,31015.0,121
332,19301.864664000008,51012.578559999994,31380.0,121
333,21913.893544000006,52513.884500000015,30417.0,121
334,21026.86669400001,52179.98839599997,30900.0,121
335,21730.019500000002,52357.88607,30293.0,121
336,20230.569782000028,51394.261861999985,30895.0,121
337,22225.823426000014,52683.90453799997,30177.0,121
338,20448.76260200001,51562.884948000006,30887.0,121
339,19465.405686000006,51548.416661999996,31767.0,121
341,17126.903476000007,49437.006572,32140.0,121
342,20700.36894000001,51529.55355000002,30430.0,121
343,18092.186416000008,50612.911026000016,32035.0,121
344,20053.54220600001,51326.502166,30975.0,121
345,19800.024688000005,51212.28557000001,31119.0,121
346,19951.85005800001,50944.427608,30688.0,121
347,20470.56277800001,51505.45400200001,30726.0,121
348,22335.998590000003,52970.73271200001,30271.0,121
349,20923.22478400002,51996.88297800003,30725.0,121
350,20675.234036000005,51827.49446799999,30800.0,121
351,19060.047529999996,50531.60945599999,31163.0,121
352,18230.008818000006,50042.29144800001,31548.0,121
353,20817.831608,51859.38510199997,30671.0,121
354,17303.338686000003,49763.49173599999,32153.0,121
355,20635.082014000018,51652.028758,30776.0,121
356,19049.569432,50487.93730799998,31197.0,121
357,21030.22568400002,52100.609655999986,30781.0,121
358,21363.841118000015,52093.73644400001,30413.0,121
359,20078.087774000007,51071.80242399999,30803.0,121
360,18362.875988,50166.270607999984,31562.0,121
361,21637.212920000005,52525.774624000005,30583.0,121
362,21038.743278000013,51940.20643399998,30666.0,121
364,21291.846006000007,52290.731631999995,30661.0,121
365,20246.580734000003,51319.302692000034,30880.0,121
366,18623.428550000015,50972.66102999999,31919.0,121
367,20275.418938000017,51444.101576,30883.0,121
368,20395.43284,51503.421628,30821.0,121
369,20828.029798000018,51918.96465999999,30696.0,121
370,20541.030271999996,51658.49334600001,30851.0,121
371,20047.567667999992,51208.08237600001,30798.0,121
372,18288.613562000006,50350.03765000001,31702.0,121
373,21245.525012000013,52200.38440199996,30685.0,121
374,17916.851978000002,50040.177212,31863.0,121
375,19577.75368,51758.39059400001,31953.0,121
376,18533.8589,50443.81208400003,31625.0,121
378,21787.637402000008,52743.922984,30513.0,121
379,18840.67617000001,50596.07665399999,31501.0,121
380,22242.568130000007,52308.19856000001,29785.0,121
381,17674.965620000003,49674.34431199998,31842.0,121
382,20578.36573800001,51016.49429199998,30217.0,121
383,19793.946618000013,50699.695310000025,30552.0,121
384,19311.679782000003,50816.609282000005,31277.0,121
385,20432.333843999993,52155.39571800003,31327.0,121
386,17841.802788000005,50209.78835199999,32151.0,121
387,20086.88210800001,51001.67573399996,30661.0,121
388,21042.601588000005,51806.732388,30451.0,121
389,21886.12226400001,52736.33111800002,30527.0,121
390,21029.141334000007,52170.68165800001,30843.0,121
391,19725.570050000002,50939.389579999995,30811.0,121
393,19917.211128000014,51126.28544600001,30973.0,121
394,19511.162860000008,50923.61555400001,31203.0,121
395,20867.98275200001,52024.48426399999,30817.0,121
396,18808.072898000013,50630.86974599998,31452.0,121
397,19320.443022000007,50949.70946399999,31332.0,121
398,19749.660611999996,51101.689030000016,31036.0,121
399,21427.408058,52401.45468799999,30611.0,121
400,18041.65968400001,50030.89431199999,31576.0,121
401,17958.687226000005,51095.65203599998,32741.0,121
402,19917.32580400001,51040.00409000004,30773.0,121
403,17752.123326000015,50201.235518,32300.0,121
404,17445.564480000005,49926.325591999994,32145.0,121
405,20227.888752,51659.45699600001,31096.0,121
406,20978.203764000013,51926.546960000014,30659.0,121
407,20758.179532000016,51826.951496,30849.0,121
408,19490.471798,50902.64006800002,31136.0,121
409,20390.119980000003,51973.940030000005,31249.0,121
410,16635.60615200001,48901.81540200001,31992.0,121
411,22684.561686000012,53008.75459800001,30059.0,121
412,19237.00919000001,51016.695808000004,31603.0,121
413,20018.92679000001,51478.29373400001,31179.0,121
414,21413.59504600001,52291.12707199999,30596.0,121
415,19233.170108000002,50943.66331200002,31441.0,121
416,21339.462714000005,52618.93188399999,31120.0,121
417,20387.794410000017,51572.79780399997,30886.0,121
418,20571.46503600001,51515.03175599998,30670.0,121
419,20253.279618000015,51606.109594000016,31049.0,121
420,20676.077590000004,51690.853398000014,30730.0,121
421,17142.63420200001,49668.947604,32113.0,121
423,19495.69555800001,51673.581564000015,31896.0,121
425,21720.724334000006,52693.824047999995,30734.0,121
426,19657.196082,50862.153998000016,31004.0,121
427,19543.970930000007,51185.752462000004,31425.0,121
428,22096.100154000003,52688.805748000006,30300.0,121
429,20351.803556000013,51706.43978,31047.0,121
430,20329.20956800001,51375.64712999998,30783.0,121
431,19218.980514,51009.843327999995,31552.0,121
432,20765.063720000006,51475.489544,30395.0,121
433,19065.527068000007,50962.71950000001,31621.0,121
434,20498.951940000006,51463.35237599998,30663.0,121
435,20127.264005999998,51974.20814200003,31563.0,121
436,20544.064522000008,51787.956344,30983.0,121
437,20133.865034000002,51787.747260000004,31212.0,121
438,20948.409982000005,51669.44827000002,30521.0,121
439,19004.323688,50246.364512000015,31045.0,121
440,17176.814610000005,49478.38198600001,32038.0,121
441,18181.041790000003,50188.681256000025,31799.0,121
442,22084.622064000014,52794.811875999985,30453.0,121
443,22080.987436000018,52791.875252,30507.0,121
