Episode,Reward,Served_Demand,Rebalancing_Cost,Steps_Completed
79,-11152.159297999999,2332.8407020000004,13485.0,29
80,-8698.026123999998,89753.38485800003,98283.0,301
81,-3010.6869079999756,93066.71157599996,95848.0,301
82,-4666.135610000016,92354.70036800008,96836.0,301
83,-7906.658323999985,90945.79933999998,98619.0,301
84,-6203.425573999996,91708.73198599998,97730.0,301
85,-3668.484983999969,93431.46555400005,96885.0,301
86,-7473.391727999993,90585.89968999995,97761.0,301
87,-7004.8710719999945,91670.12819799999,98467.0,301
88,-5777.599101999996,90559.95005600003,96171.0,301
89,-4842.05105199998,92060.06420200001,96818.0,301
90,-5405.595401999982,91607.61392199993,96875.0,301
91,-2202.2682959999706,92135.907106,94175.0,301
92,-7193.95223199999,90912.31071799994,97784.0,301
93,-1642.5216020000037,81697.47839800002,83340.0,260
94,-155.6185999999865,94375.60998400004,94390.0,301
95,-4474.374489999987,92075.92324799996,96280.0,301
96,-5084.925657999983,91869.90796200006,96734.0,301
97,-5771.110265999978,90629.39765000006,96165.0,301
98,-753.8372159999901,94467.49592599996,95012.0,301
99,-601.1963499999822,93789.94044200004,94106.0,301
100,-2206.722271999965,93462.13553799997,95434.0,301
101,-516.6735699999822,94196.05682599996,94579.0,301
102,-2263.690375999968,92316.06460200006,94366.0,301
103,-25266.834308,27442.165692,52709.0,134
104,-2977.1495479999794,92541.75742999998,95318.0,301
105,-18079.600137999998,4504.399862,22584.0,51
106,-6801.402625999996,90499.71794799989,97047.0,301
107,-18210.476181999995,4488.523818000001,22699.0,49
108,-2221.656393999988,93171.24580599996,95138.0,301
109,-5976.126938000003,90661.77132000004,96482.0,301
110,-24691.90512199999,25531.09487800001,50223.0,130
111,-3380.5065599999925,91248.437538,94381.0,301
112,-4868.50006999999,90852.81028800001,95447.0,301
113,-18832.804583999998,4480.1954160000005,23313.0,51
114,-11684.484403999973,49414.51559600002,61099.0,181
115,-6147.458427999995,90744.50490800003,96703.0,301
116,-22999.807135999996,28111.192864,51111.0,134
117,-2182.1814859999954,92679.23702599996,94618.0,301
118,-13332.729122000004,2966.2708780000003,16299.0,35
119,-2866.233364000011,92446.6376599999,95152.0,301
120,-8334.102662,1383.8973380000004,9718.0,21
121,-780.5716459999774,85747.42835399999,86528.0,276
122,-5615.4087419999705,91644.56254800003,97014.0,301
123,-6191.491725999982,90293.12757999997,96309.0,301
124,-4221.244199999992,91994.73348,95943.0,301
125,-5768.862339999994,91550.94403999997,97180.0,301
126,-5219.254574000012,91686.31761999999,96605.0,301
127,-5851.4006859999745,91633.96012199999,97308.0,301
128,-3457.1056039999994,93138.49053400007,96293.0,301
129,-1512.119898000008,94662.40929199994,95920.0,301
130,-5258.689087999996,91234.82700800002,96284.0,301
131,-4737.514891999963,92413.53519399997,96900.0,301
132,-4901.417319999955,92351.14428,96957.0,301
133,-10278.67684199998,88361.83214799996,98447.0,301
134,-4803.439508000004,92284.66748199993,96851.0,301
135,-9615.07652799998,88139.60217600006,97507.0,301
136,-7287.911699999982,90106.00204400002,97158.0,301
137,-1328.787719999989,94356.75682599995,95401.0,301
138,-23765.690241999997,23550.309758000007,47316.0,121
139,-4653.948111999983,91976.94896799997,96459.0,301
140,-2025.5489719999762,92985.45929000001,94763.0,301
141,-4060.8088420000176,92259.49942999995,96077.0,301
142,-7470.52456599996,90511.79628999993,97741.0,301
143,-23683.591618000002,17558.408382,41242.0,102
144,-24194.639264,28362.360736000013,52557.0,136
145,-1386.690073999986,94184.93397399994,95266.0,301
146,-23838.714393999977,24271.28560600001,48110.0,125
147,-2558.7354659999937,93004.36800200006,95348.0,301
148,-4519.06798799999,92200.62216399996,96573.0,301
149,-2066.4096099999842,91848.68655399994,93778.0,301
150,-12791.91673600002,50923.08326399999,63715.0,184
151,-4264.794255999998,92530.07299599996,96630.0,301
152,-5000.18856200001,91613.48319599991,96285.0,301
153,-7340.895597999988,90558.42497200002,97564.0,301
154,-24079.907123999994,10562.092876,34642.0,82
155,-23725.015467999994,12142.984532000002,35868.0,85
156,-5502.466469999983,91146.44708999997,96375.0,301
157,-2285.377235999975,93468.72567999999,95471.0,301
158,-6770.81465999996,90908.25560399999,97516.0,301
159,-25258.36132400001,26333.638675999995,51592.0,132
160,-20942.034845999984,34562.965154000005,55505.0,150
161,-7407.209712000004,91680.00386399994,98810.0,301
162,-5869.632309999988,91449.54955799998,97093.0,301
163,-5970.0212280000005,90071.21916400004,95831.0,301
164,-5594.742885999989,90620.92347400002,95958.0,301
165,-6848.036502000001,904.9634980000001,7753.0,15
166,-5858.913979999987,91607.56087799996,97292.0,301
167,-5531.656345999995,91155.03983600005,96440.0,301
168,-13836.105513999997,2878.894486,16715.0,36
169,-23991.38765,10728.61235,34720.0,80
170,-12452.611993999997,53209.388005999994,65662.0,191
171,-6668.36448599999,90822.64924799993,97254.0,301
172,-6116.418215999978,91153.66925999997,96986.0,301
173,-4063.442360000002,92163.25467400001,96067.0,301
174,-22788.374594000015,25153.625406,47942.0,126
175,-21445.669831999996,6308.330168,27754.0,60
176,-3364.5882239999823,87451.41177599996,90816.0,285
177,-24314.9894,12194.010600000003,36509.0,85
178,-24910.453535999997,12774.546464,37685.0,87
179,-1228.4954519999621,94256.014658,95297.0,301
180,-23245.943254,29156.05674600001,52402.0,138
181,-23399.601018,11876.398982000002,35276.0,85
182,-7318.331033999972,62023.66896600005,69342.0,210
183,-6663.708451999976,91130.42933,97550.0,301
184,-24489.13617600001,11635.863824,36125.0,84
185,-4242.648379999993,91892.14017000006,96027.0,301
186,-5904.925679999992,91627.73450000004,97364.0,301
187,-17539.433114,3693.5668860000014,21233.0,45
188,-24578.804133999995,12060.195866000004,36639.0,85
189,-6502.974535999991,90916.05002600006,97269.0,301
190,-4710.430731999986,92001.83308800001,96501.0,301
191,-4397.518329999987,92074.18990600003,96247.0,301
192,-3403.1139739999994,93978.08540200004,97195.0,301
193,-1963.8279179999763,92435.70011200008,94178.0,301
194,-23350.843673999996,10124.156326000004,33475.0,76
195,-21296.408524,6294.591476000001,27591.0,60
196,-3544.412459999976,93157.25133599996,96411.0,301
197,-26230.705596000014,11550.294404000004,37781.0,85
198,-7543.768539999987,89834.09324400003,97141.0,301
199,-3587.6444599999845,93799.852962,97235.0,301
200,-2304.996845999994,94134.10953800002,96144.0,301
