departure_time,arrival_time,edge,origin,dest,predicted_time,actual_time,congestion_ratio,is_congested
4,12,4->1,4,1,8,8,1.0,False
4,12,0->6,0,6,7,8,1.1428571428571428,False
4,12,7->5,7,5,6,8,1.3333333333333333,True
5,12,5->1,5,1,6,7,1.1666666666666667,False
5,12,5->1,5,1,6,7,1.1666666666666667,False
6,12,4->1,4,1,8,6,0.75,False
7,12,5->1,5,1,6,5,0.8333333333333334,False
7,12,0->6,0,6,7,5,0.7142857142857143,False
7,12,7->2,7,2,5,5,1.0,False
8,12,4->6,4,6,7,4,0.5714285714285714,False
12,12,2->3,2,3,8,0,0.0,False
2,13,1->3,1,3,11,11,1.0,False
2,13,5->6,5,6,9,11,1.2222222222222223,True
2,13,5->6,5,6,9,11,1.2222222222222223,True
2,13,5->6,5,6,9,11,1.2222222222222223,True
2,13,5->6,5,6,9,11,1.2222222222222223,True
2,13,2->7,2,7,5,11,2.2,True
3,13,2->5,2,5,6,10,1.6666666666666667,True
3,13,7->3,7,3,7,10,1.4285714285714286,True
4,13,0->6,0,6,7,9,1.2857142857142858,True
6,13,0->5,0,5,5,7,1.4,True
6,13,0->5,0,5,5,7,1.4,True
6,13,0->5,0,5,5,7,1.4,True
7,13,7->2,7,2,5,6,1.2,False
8,13,4->6,4,6,7,5,0.7142857142857143,False
8,13,0->6,0,6,7,5,0.7142857142857143,False
9,13,7->3,7,3,7,4,0.5714285714285714,False
9,13,7->6,7,6,11,4,0.36363636363636365,False
2,14,5->6,5,6,9,12,1.3333333333333333,True
5,14,7->3,7,3,7,9,1.2857142857142858,True
5,14,0->3,0,3,6,9,1.5,True
5,14,0->3,0,3,6,9,1.5,True
5,14,0->3,0,3,6,9,1.5,True
6,14,4->5,4,5,6,8,1.3333333333333333,True
6,14,4->5,4,5,6,8,1.3333333333333333,True
6,14,4->1,4,1,8,8,1.0,False
6,14,4->1,4,1,8,8,1.0,False
6,14,4->1,4,1,8,8,1.0,False
7,14,5->6,5,6,9,7,0.7777777777777778,False
7,14,7->3,7,3,7,7,1.0,False
7,14,7->3,7,3,7,7,1.0,False
7,14,7->3,7,3,7,7,1.0,False
8,14,5->1,5,1,6,6,1.0,False
8,14,0->3,0,3,6,6,1.0,False
8,14,0->6,0,6,7,6,0.8571428571428571,False
8,14,0->6,0,6,7,6,0.8571428571428571,False
9,14,7->3,7,3,7,5,0.7142857142857143,False
9,14,7->6,7,6,11,5,0.45454545454545453,False
10,14,5->4,5,4,6,4,0.6666666666666666,False
10,14,0->6,0,6,8,4,0.5,False
3,15,6->1,6,1,13,12,0.9230769230769231,False
7,15,7->3,7,3,7,8,1.1428571428571428,False
7,15,0->6,0,6,7,8,1.1428571428571428,False
7,15,0->6,0,6,7,8,1.1428571428571428,False
7,15,0->6,0,6,7,8,1.1428571428571428,False
7,15,0->6,0,6,7,8,1.1428571428571428,False
8,15,4->6,4,6,7,7,1.0,False
8,15,7->3,7,3,7,7,1.0,False
8,15,7->3,7,3,7,7,1.0,False
8,15,4->1,4,1,8,7,0.875,False
8,15,0->6,0,6,7,7,1.0,False
8,15,7->2,7,2,5,7,1.4,True
8,15,7->2,7,2,5,7,1.4,True
9,15,7->6,7,6,11,6,0.5454545454545454,False
9,15,0->6,0,6,8,6,0.75,False
9,15,0->6,0,6,8,6,0.75,False
10,15,0->6,0,6,8,5,0.625,False
10,15,0->6,0,6,8,5,0.625,False
10,15,0->6,0,6,8,5,0.625,False
10,15,0->6,0,6,8,5,0.625,False
11,15,7->3,7,3,7,4,0.5714285714285714,False
3,16,6->1,6,1,13,13,1.0,False
3,16,7->3,7,3,7,13,1.8571428571428572,True
8,16,5->1,5,1,6,8,1.3333333333333333,True
8,16,5->1,5,1,6,8,1.3333333333333333,True
8,16,5->1,5,1,6,8,1.3333333333333333,True
8,16,7->3,7,3,7,8,1.1428571428571428,False
8,16,4->1,4,1,8,8,1.0,False
8,16,4->1,4,1,8,8,1.0,False
9,16,2->5,2,5,6,7,1.1666666666666667,False
9,16,2->5,2,5,6,7,1.1666666666666667,False
9,16,7->3,7,3,7,7,1.0,False
9,16,7->6,7,6,11,7,0.6363636363636364,False
9,16,7->6,7,6,11,7,0.6363636363636364,False
10,16,0->6,0,6,8,6,0.75,False
10,16,0->6,0,6,8,6,0.75,False
10,16,0->6,0,6,8,6,0.75,False
10,16,0->6,0,6,8,6,0.75,False
10,16,0->6,0,6,8,6,0.75,False
10,16,0->6,0,6,8,6,0.75,False
10,16,7->2,7,2,5,6,1.2,False
11,16,7->6,7,6,11,5,0.45454545454545453,False
11,16,0->6,0,6,8,5,0.625,False
11,16,0->6,0,6,8,5,0.625,False
11,16,0->6,0,6,8,5,0.625,False
12,16,0->6,0,6,8,4,0.5,False
12,16,0->6,0,6,8,4,0.5,False
2,17,5->6,5,6,9,15,1.6666666666666667,True
2,17,5->3,5,3,9,15,1.6666666666666667,True
9,17,7->3,7,3,7,8,1.1428571428571428,False
9,17,7->3,7,3,7,8,1.1428571428571428,False
9,17,7->6,7,6,11,8,0.7272727272727273,False
10,17,5->1,5,1,6,7,1.1666666666666667,False
10,17,5->1,5,1,6,7,1.1666666666666667,False
10,17,5->1,5,1,6,7,1.1666666666666667,False
10,17,7->3,7,3,7,7,1.0,False
10,17,7->6,7,6,11,7,0.6363636363636364,False
10,17,0->6,0,6,8,7,0.875,False
10,17,0->6,0,6,8,7,0.875,False
11,17,7->3,7,3,7,6,0.8571428571428571,False
11,17,0->6,0,6,8,6,0.75,False
11,17,0->6,0,6,8,6,0.75,False
12,17,0->6,0,6,8,5,0.625,False
12,17,0->6,0,6,8,5,0.625,False
12,17,2->3,2,3,8,5,0.625,False
12,17,2->3,2,3,8,5,0.625,False
13,17,5->1,5,1,6,4,0.6666666666666666,False
8,18,4->1,4,1,8,10,1.25,True
8,18,0->3,0,3,6,10,1.6666666666666667,True
9,18,0->4,0,4,5,9,1.8,True
10,18,5->1,5,1,6,8,1.3333333333333333,True
10,18,5->1,5,1,6,8,1.3333333333333333,True
10,18,5->1,5,1,6,8,1.3333333333333333,True
10,18,5->1,5,1,6,8,1.3333333333333333,True
10,18,5->1,5,1,6,8,1.3333333333333333,True
10,18,0->4,0,4,5,8,1.6,True
10,18,0->4,0,4,5,8,1.6,True
10,18,7->3,7,3,7,8,1.1428571428571428,False
10,18,7->3,7,3,7,8,1.1428571428571428,False
10,18,7->3,7,3,7,8,1.1428571428571428,False
10,18,7->6,7,6,11,8,0.7272727272727273,False
11,18,4->6,4,6,7,7,1.0,False
11,18,4->6,4,6,7,7,1.0,False
11,18,4->6,4,6,7,7,1.0,False
11,18,5->1,5,1,6,7,1.1666666666666667,False
11,18,5->1,5,1,6,7,1.1666666666666667,False
11,18,5->1,5,1,6,7,1.1666666666666667,False
11,18,7->1,7,1,10,7,0.7,False
11,18,7->6,7,6,11,7,0.6363636363636364,False
11,18,0->6,0,6,8,7,0.875,False
11,18,0->6,0,6,8,7,0.875,False
11,18,0->6,0,6,8,7,0.875,False
13,18,4->6,4,6,7,5,0.7142857142857143,False
13,18,5->1,5,1,6,5,0.8333333333333334,False
13,18,5->1,5,1,6,5,0.8333333333333334,False
13,18,5->1,5,1,6,5,0.8333333333333334,False
13,18,2->7,2,7,5,5,1.0,False
14,18,4->6,4,6,7,4,0.5714285714285714,False
14,18,2->5,2,5,6,4,0.6666666666666666,False
14,18,7->3,7,3,7,4,0.5714285714285714,False
14,18,7->3,7,3,7,4,0.5714285714285714,False
7,19,7->6,7,6,11,12,1.0909090909090908,False
9,19,7->1,7,1,10,10,1.0,False
9,19,7->3,7,3,7,10,1.4285714285714286,True
9,19,7->6,7,6,11,10,0.9090909090909091,False
9,19,7->6,7,6,11,10,0.9090909090909091,False
9,19,7->6,7,6,11,10,0.9090909090909091,False
9,19,7->6,7,6,11,10,0.9090909090909091,False
11,19,4->6,4,6,7,8,1.1428571428571428,False
11,19,5->1,5,1,6,8,1.3333333333333333,True
11,19,7->1,7,1,10,8,0.8,False
11,19,7->3,7,3,7,8,1.1428571428571428,False
11,19,7->3,7,3,7,8,1.1428571428571428,False
11,19,7->6,7,6,11,8,0.7272727272727273,False
11,19,0->6,0,6,8,8,1.0,False
12,19,5->4,5,4,6,7,1.1666666666666667,False
12,19,5->1,5,1,6,7,1.1666666666666667,False
12,19,5->1,5,1,6,7,1.1666666666666667,False
12,19,5->1,5,1,6,7,1.1666666666666667,False
12,19,7->3,7,3,7,7,1.0,False
12,19,7->6,7,6,11,7,0.6363636363636364,False
12,19,7->6,7,6,11,7,0.6363636363636364,False
12,19,7->6,7,6,11,7,0.6363636363636364,False
12,19,7->6,7,6,11,7,0.6363636363636364,False
12,19,0->6,0,6,8,7,0.875,False
13,19,4->6,4,6,7,6,0.8571428571428571,False
13,19,4->6,4,6,7,6,0.8571428571428571,False
13,19,5->1,5,1,6,6,1.0,False
13,19,5->1,5,1,6,6,1.0,False
13,19,2->7,2,7,5,6,1.2,False
13,19,0->6,0,6,8,6,0.75,False
14,19,7->3,7,3,7,5,0.7142857142857143,False
9,20,7->1,7,1,10,11,1.1,False
9,20,0->4,0,4,5,11,2.2,True
11,20,7->3,7,3,7,9,1.2857142857142858,True
12,20,7->3,7,3,7,8,1.1428571428571428,False
12,20,7->3,7,3,7,8,1.1428571428571428,False
13,20,4->6,4,6,7,7,1.0,False
13,20,4->6,4,6,7,7,1.0,False
13,20,4->6,4,6,7,7,1.0,False
13,20,0->3,0,3,6,7,1.1666666666666667,False
13,20,0->3,0,3,6,7,1.1666666666666667,False
13,20,2->3,2,3,8,7,0.875,False
13,20,2->3,2,3,8,7,0.875,False
13,20,2->3,2,3,8,7,0.875,False
14,20,4->6,4,6,7,6,0.8571428571428571,False
14,20,7->3,7,3,7,6,0.8571428571428571,False
14,20,0->3,0,3,6,6,1.0,False
15,20,0->3,0,3,6,5,0.8333333333333334,False
9,21,7->1,7,1,10,12,1.2,False
9,21,2->1,2,1,10,12,1.2,False
10,21,7->6,7,6,11,11,1.0,False
11,21,7->3,7,3,7,10,1.4285714285714286,True
11,21,0->6,0,6,8,10,1.25,True
13,21,4->6,4,6,7,8,1.1428571428571428,False
14,21,4->6,4,6,7,7,1.0,False
14,21,4->6,4,6,7,7,1.0,False
14,21,2->5,2,5,6,7,1.1666666666666667,False
14,21,7->3,7,3,7,7,1.0,False
14,21,7->3,7,3,7,7,1.0,False
14,21,0->3,0,3,6,7,1.1666666666666667,False
14,21,0->3,0,3,6,7,1.1666666666666667,False
15,21,2->7,2,7,5,6,1.2,False
16,21,0->6,0,6,8,5,0.625,False
16,21,0->6,0,6,8,5,0.625,False
17,21,2->5,2,5,6,4,0.6666666666666666,False
7,22,7->6,7,6,11,15,1.3636363636363635,True
11,22,7->6,7,6,11,11,1.0,False
14,22,7->3,7,3,7,8,1.1428571428571428,False
15,22,4->6,4,6,7,7,1.0,False
15,22,4->6,4,6,7,7,1.0,False
16,22,7->6,7,6,11,6,0.5454545454545454,False
17,22,1->5,1,5,6,5,0.8333333333333334,False
9,23,2->1,2,1,10,14,1.4,True
10,23,0->6,0,6,8,13,1.625,True
12,23,5->1,5,1,6,11,1.8333333333333333,True
15,23,2->3,2,3,8,8,1.0,False
16,23,4->6,4,6,7,7,1.0,False
16,23,7->3,7,3,7,7,1.0,False
16,23,7->3,7,3,7,7,1.0,False
16,23,7->6,7,6,11,7,0.6363636363636364,False
17,23,1->5,1,5,6,6,1.0,False
9,24,7->1,7,1,10,15,1.5,True
10,24,0->6,0,6,8,14,1.75,True
12,24,0->6,0,6,8,12,1.5,True
13,24,2->7,2,7,5,11,2.2,True
15,24,4->6,4,6,7,9,1.2857142857142858,True
16,24,4->6,4,6,7,8,1.1428571428571428,False
18,24,3->7,3,7,5,6,1.2,False
18,24,3->7,3,7,5,6,1.2,False
18,24,4->6,4,6,7,6,0.8571428571428571,False
18,24,4->6,4,6,7,6,0.8571428571428571,False
18,24,1->6,1,6,13,6,0.46153846153846156,False
18,24,1->2,1,2,10,6,0.6,False
18,24,1->2,1,2,10,6,0.6,False
19,24,4->0,4,0,6,5,0.8333333333333334,False
19,24,4->0,4,0,6,5,0.8333333333333334,False
19,24,4->0,4,0,6,5,0.8333333333333334,False
19,24,3->7,3,7,5,5,1.0,False
19,24,3->7,3,7,5,5,1.0,False
19,24,1->5,1,5,6,5,0.8333333333333334,False
19,24,1->5,1,5,6,5,0.8333333333333334,False
19,24,1->5,1,5,6,5,0.8333333333333334,False
9,25,0->4,0,4,5,16,3.2,True
11,25,7->1,7,1,10,14,1.4,True
11,25,7->3,7,3,7,14,2.0,True
11,25,7->3,7,3,7,14,2.0,True
12,25,0->6,0,6,8,13,1.625,True
15,25,0->3,0,3,6,10,1.6666666666666667,True
15,25,0->6,0,6,8,10,1.25,True
15,25,2->3,2,3,8,10,1.25,True
15,25,2->3,2,3,8,10,1.25,True
15,25,2->3,2,3,8,10,1.25,True
17,25,7->0,7,0,5,8,1.6,True
18,25,1->5,1,5,6,7,1.1666666666666667,False
18,25,1->5,1,5,6,7,1.1666666666666667,False
18,25,3->2,3,2,8,7,0.875,False
19,25,4->0,4,0,6,6,1.0,False
19,25,3->7,3,7,5,6,1.2,False
19,25,1->5,1,5,6,6,1.0,False
19,25,1->5,1,5,6,6,1.0,False
19,25,6->7,6,7,8,6,0.75,False
19,25,3->2,3,2,8,6,0.75,False
20,25,6->7,6,7,8,5,0.625,False
20,25,6->7,6,7,8,5,0.625,False
20,25,6->7,6,7,8,5,0.625,False
9,26,0->4,0,4,5,17,3.4,True
9,26,2->1,2,1,10,17,1.7,True
10,26,7->6,7,6,11,16,1.4545454545454546,True
11,26,2->1,2,1,10,15,1.5,True
12,26,7->6,7,6,11,14,1.2727272727272727,True
12,26,7->6,7,6,11,14,1.2727272727272727,True
12,26,7->6,7,6,11,14,1.2727272727272727,True
12,26,0->6,0,6,8,14,1.75,True
12,26,0->6,0,6,8,14,1.75,True
15,26,4->6,4,6,7,11,1.5714285714285714,True
15,26,4->6,4,6,7,11,1.5714285714285714,True
15,26,4->6,4,6,7,11,1.5714285714285714,True
16,26,1->5,1,5,6,10,1.6666666666666667,True
16,26,1->5,1,5,6,10,1.6666666666666667,True
16,26,1->5,1,5,6,10,1.6666666666666667,True
16,26,7->3,7,3,7,10,1.4285714285714286,True
16,26,2->3,2,3,8,10,1.25,True
16,26,2->3,2,3,8,10,1.25,True
16,26,2->3,2,3,8,10,1.25,True
18,26,1->5,1,5,6,8,1.3333333333333333,True
18,26,1->5,1,5,6,8,1.3333333333333333,True
19,26,4->0,4,0,6,7,1.1666666666666667,False
19,26,4->2,4,2,10,7,0.7,False
21,26,6->0,6,0,8,5,0.625,False
22,26,4->7,4,7,9,4,0.4444444444444444,False
16,27,4->6,4,6,7,11,1.5714285714285714,True
18,27,1->5,1,5,6,9,1.5,True
20,27,6->7,6,7,8,7,0.875,False
21,27,6->0,6,0,8,6,0.75,False
21,27,6->3,6,3,11,6,0.5454545454545454,False
21,27,6->3,6,3,11,6,0.5454545454545454,False
21,27,6->3,6,3,11,6,0.5454545454545454,False
21,27,6->3,6,3,11,6,0.5454545454545454,False
18,28,1->2,1,2,10,10,1.0,False
18,28,1->5,1,5,6,10,1.6666666666666667,True
20,28,6->7,6,7,8,8,1.0,False
22,28,6->7,6,7,8,6,0.75,False
24,28,3->7,3,7,5,4,0.8,False
24,28,3->7,3,7,5,4,0.8,False
24,28,0->7,0,7,4,4,1.0,False
18,29,3->7,3,7,5,11,2.2,True
19,29,4->0,4,0,6,10,1.6666666666666667,True
19,29,3->7,3,7,5,10,2.0,True
19,29,4->2,4,2,10,10,1.0,False
19,29,1->5,1,5,6,10,1.6666666666666667,True
19,29,1->5,1,5,6,10,1.6666666666666667,True
20,29,6->5,6,5,9,9,1.0,False
20,29,6->5,6,5,9,9,1.0,False
20,29,6->5,6,5,9,9,1.0,False
20,29,6->5,6,5,9,9,1.0,False
20,29,1->5,1,5,6,9,1.5,True
20,29,1->5,1,5,6,9,1.5,True
20,29,6->7,6,7,8,9,1.125,False
23,29,5->2,5,2,6,6,1.0,False
23,29,5->2,5,2,6,6,1.0,False
23,29,5->2,5,2,6,6,1.0,False
23,29,1->7,1,7,8,6,0.75,False
23,29,1->7,1,7,8,6,0.75,False
23,29,6->3,6,3,11,6,0.5454545454545454,False
23,29,6->3,6,3,11,6,0.5454545454545454,False
24,29,4->6,4,6,8,5,0.625,False
25,29,0->6,0,6,8,4,0.5,False
25,29,0->6,0,6,8,4,0.5,False
21,30,4->5,4,5,6,9,1.5,True
21,30,1->2,1,2,10,9,0.9,False
21,30,1->2,1,2,10,9,0.9,False
21,30,1->2,1,2,10,9,0.9,False
21,30,1->5,1,5,6,9,1.5,True
21,30,6->7,6,7,8,9,1.125,False
21,30,6->7,6,7,8,9,1.125,False
21,30,6->0,6,0,8,9,1.125,False
23,30,0->3,0,3,6,7,1.1666666666666667,False
24,30,3->7,3,7,5,6,1.2,False
24,30,4->6,4,6,8,6,0.75,False
24,30,4->6,4,6,8,6,0.75,False
24,30,5->1,5,1,6,6,1.0,False
24,30,5->1,5,1,6,6,1.0,False
24,30,0->7,0,7,4,6,1.5,True
25,30,4->6,4,6,8,5,0.625,False
25,30,4->6,4,6,8,5,0.625,False
26,30,4->6,4,6,8,4,0.5,False
26,30,4->6,4,6,8,4,0.5,False
26,30,4->6,4,6,8,4,0.5,False
26,30,0->7,0,7,4,4,1.0,False
18,31,1->5,1,5,6,13,2.1666666666666665,True
20,31,6->5,6,5,9,11,1.2222222222222223,True
20,31,6->5,6,5,9,11,1.2222222222222223,True
20,31,3->2,3,2,8,11,1.375,True
20,31,3->2,3,2,8,11,1.375,True
20,31,6->0,6,0,8,11,1.375,True
20,31,6->0,6,0,8,11,1.375,True
20,31,6->0,6,0,8,11,1.375,True
21,31,6->0,6,0,8,10,1.25,True
21,31,6->0,6,0,8,10,1.25,True
22,31,3->7,3,7,5,9,1.8,True
22,31,4->2,4,2,10,9,0.9,False
22,31,6->7,6,7,8,9,1.125,False
23,31,5->7,5,7,6,8,1.3333333333333333,True
23,31,6->7,6,7,8,8,1.0,False
23,31,1->7,1,7,8,8,1.0,False
24,31,4->6,4,6,8,7,0.875,False
24,31,4->6,4,6,8,7,0.875,False
24,31,5->1,5,1,6,7,1.1666666666666667,False
25,31,2->5,2,5,6,6,1.0,False
25,31,2->5,2,5,6,6,1.0,False
25,31,0->6,0,6,8,6,0.75,False
20,32,1->5,1,5,6,12,2.0,True
20,32,6->7,6,7,8,12,1.5,True
20,32,6->7,6,7,8,12,1.5,True
21,32,6->7,6,7,8,11,1.375,True
21,32,6->7,6,7,8,11,1.375,True
21,32,6->7,6,7,8,11,1.375,True
21,32,6->7,6,7,8,11,1.375,True
21,32,6->0,6,0,8,11,1.375,True
22,32,6->7,6,7,8,10,1.25,True
22,32,4->7,4,7,9,10,1.1111111111111112,False
25,32,3->7,3,7,5,7,1.4,True
25,32,3->7,3,7,5,7,1.4,True
25,32,3->7,3,7,5,7,1.4,True
25,32,2->7,2,7,5,7,1.4,True
25,32,2->7,2,7,5,7,1.4,True
26,32,4->6,4,6,8,6,0.75,False
27,32,2->3,2,3,8,5,0.625,False
21,33,4->5,4,5,6,12,2.0,True
22,33,4->2,4,2,10,11,1.1,False
22,33,4->5,4,5,6,11,1.8333333333333333,True
23,33,5->7,5,7,6,10,1.6666666666666667,True
26,33,0->7,0,7,4,7,1.75,True
26,33,0->7,0,7,4,7,1.75,True
26,33,0->7,0,7,4,7,1.75,True
26,33,0->3,0,3,6,7,1.1666666666666667,False
27,33,0->3,0,3,6,6,1.0,False
27,33,0->3,0,3,6,6,1.0,False
27,33,2->3,2,3,8,6,0.75,False
27,33,2->3,2,3,8,6,0.75,False
27,33,2->3,2,3,8,6,0.75,False
33,33,2->1,2,1,10,0,0.0,False
23,34,4->0,4,0,6,11,1.8333333333333333,True
23,34,4->0,4,0,6,11,1.8333333333333333,True
27,34,5->7,5,7,6,7,1.1666666666666667,False
29,34,5->1,5,1,6,5,0.8333333333333334,False
29,34,4->1,4,1,8,5,0.625,False
29,34,5->2,5,2,6,5,0.8333333333333334,False
29,34,6->3,6,3,11,5,0.45454545454545453,False
29,34,6->3,6,3,11,5,0.45454545454545453,False
30,34,5->1,5,1,6,4,0.6666666666666666,False
30,34,7->1,7,1,11,4,0.36363636363636365,False
30,34,0->1,0,1,9,4,0.4444444444444444,False
30,34,0->1,0,1,9,4,0.4444444444444444,False
27,35,5->1,5,1,6,8,1.3333333333333333,True
28,35,6->1,6,1,13,7,0.5384615384615384,False
28,35,6->1,6,1,13,7,0.5384615384615384,False
28,35,6->1,6,1,13,7,0.5384615384615384,False
28,35,6->1,6,1,13,7,0.5384615384615384,False
29,35,4->1,4,1,8,6,0.75,False
29,35,4->1,4,1,8,6,0.75,False
29,35,4->1,4,1,8,6,0.75,False
29,35,4->1,4,1,8,6,0.75,False
29,35,4->1,4,1,8,6,0.75,False
29,35,6->3,6,3,11,6,0.5454545454545454,False
30,35,7->1,7,1,11,5,0.45454545454545453,False
30,35,0->1,0,1,9,5,0.5555555555555556,False
31,35,5->1,5,1,6,4,0.6666666666666666,False
